DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
CENP-F_N	PF10481	Cenp-F N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
CENP-H	PF05837	Centromere protein H (CENP-H)	4.902922141596391e-05	4.902922141596391e-05
CENP-I	PF07778	Mis6	4.902922141596391e-05	4.902922141596391e-05
CENP-K	PF11802	Centromere-associated protein K	4.902922141596391e-05	4.902922141596391e-05
CENP-L	PF13092	Kinetochore complex Sim4 subunit Fta1	4.902922141596391e-05	4.902922141596391e-05
CENP-M	PF11111	Centromere protein M (CENP-M)	4.902922141596391e-05	4.902922141596391e-05
CENP-N	PF05238	Kinetochore protein CHL4 like	4.902922141596391e-05	4.902922141596391e-05
CENP-O	PF09496	Cenp-O kinetochore centromere component	4.902922141596391e-05	4.902922141596391e-05
CENP-P	PF13096	CENP-A-nucleosome distal (CAD) centromere subunit, CENP-P	4.902922141596391e-05	4.902922141596391e-05
CENP-Q	PF13094	CENP-Q, a CENPA-CAD centromere complex subunit	4.902922141596391e-05	4.902922141596391e-05
CENP-R	PF06729	Kinetochore component, CENP-R	4.902922141596391e-05	4.902922141596391e-05
CENP-S	PF15630	CENP-S protein	4.902922141596391e-05	4.902922141596391e-05
CENP-T_C	PF15511	Centromere kinetochore component CENP-T histone fold	9.805844283192783e-05	9.805844283192783e-05
CENP-T_N	PF16171	Centromere kinetochore component CENP-T N-terminus	4.902922141596391e-05	4.902922141596391e-05
CENP-U	PF13097	CENP-A nucleosome associated complex (NAC) subunit	4.902922141596391e-05	4.902922141596391e-05
CENP-W	PF15510	CENP-W protein	4.902922141596391e-05	4.902922141596391e-05
CENP-X	PF09415	CENP-S associating Centromere protein X	4.902922141596391e-05	4.902922141596391e-05
CENP_C_N	PF15622	Kinetochore assembly subunit CENP-C N-terminal	4.902922141596391e-05	4.902922141596391e-05
Centro_C10orf90	PF17730	Centrosomal C10orf90	4.902922141596391e-05	4.902922141596391e-05
CEP1-DNA_bind	PF09287	CEP-1, DNA binding	NA	NA
CEP170_C	PF15308	CEP170 C-terminus	0.00014708766424789175	0.00014708766424789175
CEP19	PF14933	CEP19-like protein	4.902922141596391e-05	4.902922141596391e-05
CEP209_CC5	PF16574	Coiled-coil region of centrosome protein CE290	4.902922141596391e-05	4.902922141596391e-05
Cep3	PF16846	Centromere DNA-binding protein complex CBF3 subunit B	NA	NA
CEP44	PF15007	Centrosomal spindle body, CEP44	4.902922141596391e-05	4.902922141596391e-05
Cep57_CLD	PF14073	Centrosome localisation domain of Cep57	9.805844283192783e-05	9.805844283192783e-05
Cep57_CLD_2	PF14197	Centrosome localisation domain of PPC89	NA	NA
Cep57_MT_bd	PF06657	Centrosome microtubule-binding domain of Cep57	9.805844283192783e-05	9.805844283192783e-05
CEP63	PF17045	Centrosomal protein of 63 kDa	9.805844283192783e-05	9.805844283192783e-05
CEP76-C2	PF15627	CEP76 C2 domain	4.902922141596391e-05	4.902922141596391e-05
Ceramidase	PF05875	Ceramidase	0.00014708766424789175	0.00014708766424789175
Ceramidase_alk	PF04734	Neutral/alkaline non-lysosomal ceramidase, N-terminal	4.902922141596391e-05	4.902922141596391e-05
Ceramidse_alk_C	PF17048	Neutral/alkaline non-lysosomal ceramidase, C-terminal	9.805844283192783e-05	9.805844283192783e-05
Cerato-platanin	PF07249	Cerato-platanin	NA	NA
CesT	PF05932	Tir chaperone protein (CesT) family	NA	NA
CF222	PF15661	C6orf222, uncharacterised family	4.902922141596391e-05	4.902922141596391e-05
CfAFP	PF05264	Choristoneura fumiferana antifreeze protein (CfAFP)	NA	NA
CFAP298	PF11069	Cilia- and flagella-associated protein 298	4.902922141596391e-05	4.902922141596391e-05
CFAP91	PF14738	Cilia- and flagella-associated protein 91	4.902922141596391e-05	4.902922141596391e-05
CFC	PF09443	Cripto_Frl-1_Cryptic (CFC)	0.00019611688566385565	0.00019611688566385565
CFEM	PF05730	CFEM domain	NA	NA
CFIA_Pcf11	PF11526	Subunit of cleavage factor IA Pcf11	NA	NA
CFSR	PF19079	Collagen-flanked surface repeat	NA	NA
CFTR_R	PF14396	Cystic fibrosis TM conductance regulator (CFTR), regulator domain	4.902922141596391e-05	4.902922141596391e-05
CG-1	PF03859	CG-1 domain	9.805844283192783e-05	9.805844283192783e-05
Cg6151-P	PF10233	Uncharacterized conserved protein CG6151-P	4.902922141596391e-05	4.902922141596391e-05
CGGC	PF08821	CGGC domain	NA	NA
CGI-121	PF08617	Kinase binding protein CGI-121	4.902922141596391e-05	4.902922141596391e-05
Cgr1	PF03879	Cgr1 family	4.902922141596391e-05	4.902922141596391e-05
CgtA	PF06306	Beta-1,4-N-acetylgalactosaminyltransferase (CgtA)	NA	NA
CH	PF00307	Calponin homology (CH) domain	0.0032359286134536185	0.004804863698764463
ChaB	PF06150	ChaB	NA	NA
ChaC	PF04752	ChaC-like protein	9.805844283192783e-05	9.805844283192783e-05
CHAD	PF05235	CHAD domain	NA	NA
Chalcone	PF02431	Chalcone-flavanone isomerase	NA	NA
Chalcone_2	PF16035	Chalcone isomerase like	NA	NA
Chalcone_3	PF16036	Chalcone isomerase-like	NA	NA
Chalcone_N	PF18232	Chalcone isomerase N-terminal domain	NA	NA
Chal_sti_synt_C	PF02797	Chalcone and stilbene synthases, C-terminal domain	NA	NA
Chal_sti_synt_N	PF00195	Chalcone and stilbene synthases, N-terminal domain	NA	NA
Channel_Tsx	PF03502	Nucleoside-specific channel-forming protein, Tsx	NA	NA
CHAP	PF05257	CHAP domain	NA	NA
Chaperone_III	PF07824	Type III secretion chaperone domain	NA	NA
ChapFlgA	PF13144	Chaperone for flagella basal body P-ring formation	NA	NA
ChapFlgA_N	PF17656	FlgA N-terminal domain	NA	NA
ChAPs	PF09295	ChAPs (Chs5p-Arf1p-binding proteins)	NA	NA
CHASE	PF03924	CHASE domain	NA	NA
CHASE2	PF05226	CHASE2 domain	NA	NA
CHASE3	PF05227	CHASE3 domain	NA	NA
CHASE4	PF05228	CHASE4 domain	NA	NA
CHASE5	PF17149	Periplasmic sensor domain found in signal transduction proteins	NA	NA
CHASE6_C	PF17150	C-terminal domain of two-partite extracellular sensor domain	NA	NA
CHASE7	PF17151	Periplasmic sensor domain	NA	NA
CHASE8	PF17152	Periplasmic sensor domain	NA	NA
CHASE9	PF17153	Periplasmic sensor domain, extracellular	NA	NA
CHAT	PF12770	CHAT domain	4.902922141596391e-05	4.902922141596391e-05
CHB_HEX	PF03173	Putative carbohydrate binding domain	NA	NA
CHB_HEX_C	PF03174	Chitobiase/beta-hexosaminidase C-terminal domain	NA	NA
CHB_HEX_C_1	PF13290	Chitobiase/beta-hexosaminidase C-terminal domain	NA	NA
CHCH	PF06747	CHCH domain	0.0002941753284957835	0.0002941753284957835
CHD5	PF04420	CHD5-like protein	4.902922141596391e-05	4.902922141596391e-05
CHDCT2	PF08074	CHDCT2 (NUC038) domain	0.00014708766424789175	0.00014708766424789175
CHDNT	PF08073	CHDNT (NUC034) domain	0.00014708766424789175	0.00014708766424789175
CheB_methylest	PF01339	CheB methylesterase	NA	NA
CheC	PF04509	CheC-like family	NA	NA
CheD	PF03975	CheD chemotactic sensory transduction	NA	NA
CheF-arch	PF04283	Chemotaxis signal transduction system protein F from archaea	NA	NA
CheR	PF01739	CheR methyltransferase, SAM binding domain	NA	NA
CheR_N	PF03705	CheR methyltransferase, all-alpha domain	NA	NA
CheW	PF01584	CheW-like domain	NA	NA
CheX	PF13690	Chemotaxis phosphatase CheX	NA	NA
CheY-binding	PF09078	CheY binding	NA	NA
CheZ	PF04344	Chemotaxis phosphatase, CheZ	NA	NA
CHGN	PF05679	Chondroitin N-acetylgalactosaminyltransferase	0.0003922337713277113	0.0003922337713277113
Chi-conotoxin	PF16981	chi-Conotoxin or t superfamily	NA	NA
Chibby	PF14645	Chibby family	0.00014708766424789175	0.00014708766424789175
ChiC	PF06483	Chitinase C	NA	NA
CHIPS	PF11434	Chemotaxis-inhibiting protein CHIPS	NA	NA
CHIP_TPR_N	PF18391	CHIP N-terminal tetratricopeptide repeat domain	4.902922141596391e-05	4.902922141596391e-05
Chisel	PF15355	Stretch-responsive small skeletal muscle X protein, Chisel	4.902922141596391e-05	4.902922141596391e-05
ChitinaseA_N	PF08329	Chitinase A, N-terminal domain	NA	NA
Chitin_bind_1	PF00187	Chitin recognition protein	NA	NA
Chitin_bind_4	PF00379	Insect cuticle protein	NA	NA
Chitin_synth_1	PF01644	Chitin synthase	NA	NA
Chitin_synth_1N	PF08407	Chitin synthase N-terminal	NA	NA
Chitin_synth_2	PF03142	Chitin synthase	4.902922141596391e-05	4.902922141596391e-05
ChiW_Ig_like	PF18683	Chitinase W immunoglobulin-like domain	NA	NA
ChlamPMP_M	PF07548	Chlamydia polymorphic membrane protein middle domain	NA	NA
Chlamy_scaf	PF09675	Chlamydia-phage Chp2 scaffold (Chlamy_scaf)	NA	NA
Chlam_OMP	PF01308	Chlamydia major outer membrane protein	NA	NA
Chlam_OMP3	PF03503	Chlamydia cysteine-rich outer membrane protein 3	NA	NA
Chlam_OMP6	PF03504	Chlamydia cysteine-rich outer membrane protein 6	NA	NA
Chlam_PMP	PF02415	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat	NA	NA
Chlam_vir	PF05475	Pgp3 C-terminal domain	NA	NA
ChlI	PF13541	Subunit ChlI of Mg-chelatase	NA	NA
Chloroa_b-bind	PF00504	Chlorophyll A-B binding protein	NA	NA
Chlorophyllase	PF07224	Chlorophyllase	NA	NA
Chlorophyllase2	PF12740	Chlorophyllase enzyme	NA	NA
Chloroplast_duf	PF14476	Petal formation-expressed	NA	NA
Chlorosome_CsmC	PF11098	Chlorosome envelope protein C	NA	NA
Chlorovi_GP_rpt	PF06598	Chlorovirus glycoprotein repeat	NA	NA
Chlor_dismutase	PF06778	Chlorite dismutase	NA	NA
CHMI	PF02962	5-carboxymethyl-2-hydroxymuconate isomerase	NA	NA
CholecysA-Rec_N	PF09193	Cholecystokinin A receptor, N-terminal	4.902922141596391e-05	4.902922141596391e-05
Choline_bind_1	PF01473	Putative cell wall binding repeat	NA	NA
Choline_bind_2	PF19085	Choline-binding repeat	NA	NA
Choline_bind_3	PF19127	Choline-binding repeat	NA	NA
Choline_kinase	PF01633	Choline/ethanolamine kinase	0.00019611688566385565	0.00019611688566385565
Choline_kin_N	PF04428	Choline kinase N terminus	NA	NA
Choline_sulf_C	PF12411	Choline sulfatase enzyme C terminal	NA	NA
Choline_transpo	PF04515	Plasma-membrane choline transporter	0.0002451461070798196	0.0002451461070798196
Chol_subst-bind	PF09129	Cholesterol oxidase, substrate-binding	NA	NA
Chondroitinas_B	PF14592	Chondroitinase B	NA	NA
Chon_Sulph_att	PF06566	Chondroitin sulphate attachment domain	4.902922141596391e-05	4.902922141596391e-05
CHORD	PF04968	CHORD	9.805844283192783e-05	0.00019611688566385565
Chordopox_A13L	PF05961	Chordopoxvirus A13L protein	NA	NA
Chordopox_A15	PF05846	Chordopoxvirus A15 protein	NA	NA
Chordopox_A20R	PF05941	Chordopoxvirus A20R protein	NA	NA
Chordopox_A30L	PF06015	Chordopoxvirus A30L protein	NA	NA
Chordopox_A33R	PF05966	Chordopoxvirus A33R protein	NA	NA
Chordopox_A35R	PF05989	Chordopoxvirus A35R protein	NA	NA
Chordopox_E11	PF06138	Chordopoxvirus E11 protein	NA	NA
Chordopox_G2	PF05796	Chordopoxvirus protein G2	NA	NA
Chordopox_G3	PF06129	Chordopoxvirus G3 protein	NA	NA
Chordopox_L2	PF05803	Chordopoxvirus L2 protein	NA	NA
Chordopox_RPO7	PF05864	Chordopoxvirus DNA-directed RNA polymerase 7 kDa polypeptide (RPO7)	NA	NA
Chorein_N	PF12624	N-terminal region of Chorein or VPS13	0.0003922337713277113	0.0003922337713277113
Chorion_1	PF01723	Chorion protein	NA	NA
Chorion_2	PF03964	Chorion family 2	NA	NA
Chorion_3	PF05387	Chorion family 3	NA	NA
Chorion_S16	PF05836	Chorion protein S16	NA	NA
Chorismate_bind	PF00425	chorismate binding enzyme	NA	NA
Chorismate_synt	PF01264	Chorismate synthase	NA	NA
Chor_lyase	PF04345	Chorismate lyase	NA	NA
ChpA-C	PF03777	ChpA-C	NA	NA
ChpXY	PF10216	CO2 hydration protein (ChpXY)	NA	NA
CHRD	PF07452	CHRD domain	4.902922141596391e-05	9.805844283192783e-05
Chromadorea_ALT	PF05535	Chromadorea ALT protein	NA	NA
Chromate_transp	PF02417	Chromate transporter	NA	NA
Chrome_Resist	PF09828	Chromate resistance exported protein	NA	NA
Chromo	PF00385	Chromo (CHRromatin Organisation MOdifier) domain	0.001176701313983134	0.0014708766424789174
Chromosome_seg	PF13889	Chromosome segregation during meiosis	9.805844283192783e-05	9.805844283192783e-05
Chromo_2	PF18704	Chromatin organization modifier domain 2	4.902922141596391e-05	4.902922141596391e-05
Chromo_shadow	PF01393	Chromo shadow domain	0.00014708766424789175	0.00014708766424789175
Chropara_Vmeth	PF19223	Chroparavirus methyltransferase	NA	NA
CHS5_N	PF16892	Chitin biosynthesis protein CHS5 N-terminus	NA	NA
Chs7	PF12271	Chitin synthase export chaperone	NA	NA
Churchill	PF06573	Churchill protein	4.902922141596391e-05	4.902922141596391e-05
ChuX_HutX	PF06228	Haem utilisation ChuX/HutX	NA	NA
CHU_C	PF13585	CHU_C Type IX secretion signal domain	NA	NA
ChW	PF07538	Clostridial hydrophobic W	NA	NA
CHZ	PF09649	Histone chaperone domain CHZ	4.902922141596391e-05	4.902922141596391e-05
CH_2	PF06294	CH-like domain in sperm protein	0.00014708766424789175	0.00014708766424789175
CI-B14_5a	PF07347	NADH:ubiquinone oxidoreductase subunit B14.5a (Complex I-B14.5a)	4.902922141596391e-05	4.902922141596391e-05
CIA30	PF08547	Complex I intermediate-associated protein 30 (CIA30)	4.902922141596391e-05	4.902922141596391e-05
CIAPIN1	PF05093	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis	4.902922141596391e-05	9.805844283192783e-05
Ciart	PF15673	Circadian-associated transcriptional repressor	4.902922141596391e-05	4.902922141596391e-05
CID	PF04818	CID domain	0.0003922337713277113	0.0003922337713277113
Cid2	PF09774	Caffeine-induced death protein 2	4.902922141596391e-05	4.902922141596391e-05
CIDE-N	PF02017	CIDE-N domain	0.0002451461070798196	0.0002451461070798196
CIDR1_gamma	PF18562	Cysteine-Rich Interdomain Region 1 gamma	NA	NA
CID_GANP	PF16766	Binding region of GANP to ENY2	4.902922141596391e-05	4.902922141596391e-05
CIF	PF16374	Cycle inhibiting factor (CIF)	NA	NA
cIII	PF08134	cIII protein family	NA	NA
CIMR	PF00878	Cation-independent mannose-6-phosphate receptor repeat	4.902922141596391e-05	0.0007354383212394587
CinA	PF02464	Competence-damaged protein	NA	NA
CinA_KH	PF18146	Damage-inducible protein CinA KH domain	NA	NA
CiPC	PF15800	Clock interacting protein circadian	4.902922141596391e-05	4.902922141596391e-05
Circo_capsid	PF02443	Circovirus capsid protein	NA	NA
Cir_Bir_Yir	PF06022	Plasmodium variant antigen protein Cir/Yir/Bir	NA	NA
Cir_N	PF10197	N-terminal domain of CBF1 interacting co-repressor CIR	0.00014708766424789175	0.00014708766424789175
CITED	PF04487	CITED	0.00014708766424789175	0.00014708766424789175
CitF	PF04223	Citrate lyase, alpha subunit (CitF)	NA	NA
CitG	PF01874	ATP:dephospho-CoA triphosphoribosyl transferase	NA	NA
CitMHS	PF03600	Citrate transporter	4.902922141596391e-05	4.902922141596391e-05
CitMHS_2	PF16980	Putative citrate transport	NA	NA
Citrate_bind	PF16114	ATP citrate lyase citrate-binding	4.902922141596391e-05	4.902922141596391e-05
Citrate_ly_lig	PF08218	Citrate lyase ligase C-terminal domain	NA	NA
Citrate_synt	PF00285	Citrate synthase, C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Citrus_P18	PF05520	Citrus tristeza virus P18 protein	NA	NA
CitT	PF12431	Transcriptional regulator	NA	NA
CitX	PF03802	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	NA	NA
CK1gamma_C	PF12605	Casein kinase 1 gamma C terminal	0.00014708766424789175	0.00019611688566385565
CK2S	PF15011	Casein Kinase 2 substrate	4.902922141596391e-05	4.902922141596391e-05
CKAP2_C	PF15297	Cytoskeleton-associated protein 2 C-terminus	9.805844283192783e-05	0.00014708766424789175
CKI	PF17500	Colicin-K immunity	NA	NA
CKS	PF01111	Cyclin-dependent kinase regulatory subunit	9.805844283192783e-05	9.805844283192783e-05
CK_II_beta	PF01214	Casein kinase II regulatory subunit	4.902922141596391e-05	4.902922141596391e-05
CLAG	PF03805	Cytoadherence-linked asexual protein	NA	NA
CLAMP	PF14769	Flagellar C1a complex subunit C1a-32	0.00014708766424789175	0.00014708766424789175
CLASP_N	PF12348	CLASP N terminal	0.00019611688566385565	0.0003432045499117474
Class_IIIsignal	PF04021	Class III signal peptide	NA	NA
Clathrin	PF00637	Region in Clathrin and VPS	0.0002941753284957835	0.0008825259854873505
Clathrin-link	PF09268	Clathrin, heavy-chain linker	9.805844283192783e-05	9.805844283192783e-05
Clathrin_bdg	PF15045	Clathrin-binding box of Aftiphilin, vesicle trafficking	9.805844283192783e-05	9.805844283192783e-05
Clathrin_H_link	PF13838	Clathrin-H-link	0.00014708766424789175	0.00014708766424789175
Clathrin_lg_ch	PF01086	Clathrin light chain	9.805844283192783e-05	9.805844283192783e-05
Clathrin_propel	PF01394	Clathrin propeller repeat	9.805844283192783e-05	0.00044126299274367523
Clat_adaptor_s	PF01217	Clathrin adaptor complex small chain	0.0007354383212394587	0.0007354383212394587
Claudin_2	PF13903	PMP-22/EMP/MP20/Claudin tight junction	0.00044126299274367523	0.00044126299274367523
Claudin_3	PF06653	Tight junction protein, Claudin-like	NA	NA
Clavanin	PF05452	Clavanin	NA	NA
Clc-like	PF07062	Clc-like	NA	NA
CLCA	PF08434	Calcium-activated chloride channel N terminal	0.00019611688566385565	0.00019611688566385565
Cleaved_Adhesin	PF07675	Cleaved Adhesin Domain	NA	NA
Clenterotox	PF03505	Clostridium enterotoxin	NA	NA
CLIP	PF12032	Regulatory CLIP domain of proteinases	NA	NA
CLIP1_ZNF	PF16641	CLIP1 zinc knuckle	4.902922141596391e-05	9.805844283192783e-05
CLIP_1	PF18322	Serine protease Clip domain PPAF-2	NA	NA
CLIP_SPH_mas	PF18398	Clip-domain serine protease homolog masquerade	NA	NA
CLIP_SPH_Scar	PF18399	Clip-domain serine protease homolog Scarface	NA	NA
CLLAC	PF15675	CLLAC-motif containing domain	4.902922141596391e-05	4.902922141596391e-05
CLN3	PF02487	CLN3 protein	4.902922141596391e-05	4.902922141596391e-05
CLN5	PF15014	Ceroid-lipofuscinosis neuronal protein 5	4.902922141596391e-05	4.902922141596391e-05
CLN6	PF15156	Ceroid-lipofuscinosis neuronal protein 6	4.902922141596391e-05	4.902922141596391e-05
Cloacin	PF03515	Colicin-like bacteriocin tRNase domain	NA	NA
Cloacin_immun	PF03513	Cloacin immunity protein	NA	NA
Closter_coat	PF01785	Closterovirus coat protein	NA	NA
Clostridium_P47	PF06597	Clostridium P-47 protein	NA	NA
Clp1	PF06807	Pre-mRNA cleavage complex II protein Clp1	4.902922141596391e-05	4.902922141596391e-05
CLP1_N	PF16573	N-terminal beta-sandwich domain of polyadenylation factor	4.902922141596391e-05	4.902922141596391e-05
CLP1_P	PF16575	mRNA cleavage and polyadenylation factor CLP1 P-loop	9.805844283192783e-05	9.805844283192783e-05
ClpB_D2-small	PF10431	C-terminal, D2-small domain, of ClpB protein	9.805844283192783e-05	9.805844283192783e-05
ClpS	PF02617	ATP-dependent Clp protease adaptor protein ClpS	9.805844283192783e-05	9.805844283192783e-05
CLPTM1	PF05602	Cleft lip and palate transmembrane protein 1 (CLPTM1)	9.805844283192783e-05	9.805844283192783e-05
Clp_N	PF02861	Clp amino terminal domain, pathogenicity island component	NA	NA
CLP_protease	PF00574	Clp protease	4.902922141596391e-05	4.902922141596391e-05
Clr2	PF10383	Transcription-silencing protein Clr2	NA	NA
Clr2_transil	PF16761	Transcription-silencing protein, cryptic loci regulator Clr2	NA	NA
Clr5	PF14420	Clr5 domain	NA	NA
CLTH	PF10607	CTLH/CRA C-terminal to LisH motif domain	0.0002941753284957835	0.0002941753284957835
CLU	PF13236	Clustered mitochondria	4.902922141596391e-05	4.902922141596391e-05
Cluap1	PF10234	Clusterin-associated protein-1	4.902922141596391e-05	4.902922141596391e-05
Clusterin	PF01093	Clusterin	9.805844283192783e-05	9.805844283192783e-05
CLU_N	PF15044	Mitochondrial function, CLU-N-term	4.902922141596391e-05	4.902922141596391e-05
CLZ	PF16526	C-terminal leucine zipper domain of cyclic nucleotide-gated channels	0.00019611688566385565	0.00019611688566385565
CM1	PF03026	Influenza C virus M1 protein	NA	NA
CM2	PF03021	Influenza C virus M2 protein	NA	NA
CMAS	PF02353	Mycolic acid cyclopropane synthetase	NA	NA
Cmc1	PF08583	Cytochrome c oxidase biogenesis protein Cmc1 like	9.805844283192783e-05	9.805844283192783e-05
CmcI	PF04989	Cephalosporin hydroxylase	NA	NA
CMD	PF02627	Carboxymuconolactone decarboxylase family	NA	NA
CmlA_N	PF18456	Diiron non-heme beta-hydroxylase N-terminal domain	NA	NA
CMS1	PF14617	U3-containing 90S pre-ribosomal complex subunit	4.902922141596391e-05	4.902922141596391e-05
CMV_1a	PF12467	Cucumber mosaic virus 1a protein family	NA	NA
CMV_1a_C	PF12503	Cucumber mosaic virus 1a protein C terminal	NA	NA
CMV_US	PF08001	CMV US	NA	NA
Cmyb_C	PF09316	C-myb, C-terminal	0.00014708766424789175	0.00014708766424789175
CM_1	PF07736	Chorismate mutase type I	NA	NA
CM_2	PF01817	Chorismate mutase type II	NA	NA
Cm_res_leader	PF08077	Chloramphenicol resistance gene leader peptide	NA	NA
Cna_B	PF05738	Cna protein B-type domain	NA	NA
Cnd1	PF12717	non-SMC mitotic condensation complex subunit 1	9.805844283192783e-05	9.805844283192783e-05
Cnd1_N	PF12922	non-SMC mitotic condensation complex subunit 1, N-term	4.902922141596391e-05	4.902922141596391e-05
Cnd2	PF05786	Condensin complex subunit 2	4.902922141596391e-05	4.902922141596391e-05
Cnd3	PF12719	Nuclear condensing complex subunits, C-term domain	4.902922141596391e-05	4.902922141596391e-05
CNDH2_C	PF16858	Condensin II complex subunit CAP-H2 or CNDH2, C-term	4.902922141596391e-05	4.902922141596391e-05
CNDH2_M	PF16869	Condensin II complex subunit CAP-H2 or CNDH2, mid domain	4.902922141596391e-05	4.902922141596391e-05
CNDH2_N	PF06278	Condensin II complex subunit CAP-H2 or CNDH2, N-terminal	4.902922141596391e-05	4.902922141596391e-05
CNF1	PF05785	Rho-activating domain of cytotoxic necrotizing factor	NA	NA
CNH	PF00780	CNH domain	0.0007354383212394587	0.0007354383212394587
Cnl2_NKP2	PF09447	Cnl2/NKP2 family protein	NA	NA
cNMPbd_u2	PF16643	Unstructured region on cNMP-binding protein	NA	NA
cNMP_binding	PF00027	Cyclic nucleotide-binding domain	0.0015689350853108452	0.0021082565208864483
Cnn_1N	PF07989	Centrosomin N-terminal motif 1	9.805844283192783e-05	9.805844283192783e-05
CNOT11	PF10155	CCR4-NOT transcription complex subunit 11	4.902922141596391e-05	4.902922141596391e-05
CNOT1_CAF1_bind	PF16415	CCR4-NOT transcription complex subunit 1 CAF1-binding domain	4.902922141596391e-05	4.902922141596391e-05
CNOT1_HEAT	PF16418	CCR4-NOT transcription complex subunit 1 HEAT repeat	4.902922141596391e-05	4.902922141596391e-05
CNOT1_HEAT_N	PF16419	CCR4-NOT transcription complex subunit 1 HEAT repeat	NA	NA
CNOT1_TTP_bind	PF16417	CCR4-NOT transcription complex subunit 1 TTP binding domain	4.902922141596391e-05	4.902922141596391e-05
CNP1	PF08750	CNP1-like family	NA	NA
CNPase	PF05881	2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP or CNPase)	4.902922141596391e-05	4.902922141596391e-05
CNP_C_terminal	PF17839	C-terminal domain of cyclic nucleotide phosphodiesterase	NA	NA
CNRIP1	PF15043	CB1 cannabinoid receptor-interacting protein 1	4.902922141596391e-05	4.902922141596391e-05
CnrY	PF17524	Anti-sigma factor CnrY	NA	NA
CNTF	PF01110	Ciliary neurotrophic factor	4.902922141596391e-05	4.902922141596391e-05
CNV-Replicase_N	PF16688	Replicase polyprotein N-term from Coronavirus nsp1	NA	NA
CN_hydrolase	PF00795	Carbon-nitrogen hydrolase	0.0003922337713277113	0.0003922337713277113
Coa1	PF08695	Cytochrome oxidase complex assembly protein 1	4.902922141596391e-05	4.902922141596391e-05
COA2	PF17051	Cytochrome C oxidase assembly factor 2	NA	NA
CoaE	PF01121	Dephospho-CoA kinase	9.805844283192783e-05	9.805844283192783e-05
Coagulase	PF08764	Staphylococcus aureus coagulase	NA	NA
Coagulin	PF02035	Coagulin	NA	NA
Coatamer_beta_C	PF07718	Coatomer beta C-terminal region	4.902922141596391e-05	4.902922141596391e-05
Coatomer_b_Cpla	PF14806	Coatomer beta subunit appendage platform	4.902922141596391e-05	4.902922141596391e-05
Coatomer_E	PF04733	Coatomer epsilon subunit	4.902922141596391e-05	4.902922141596391e-05
Coatomer_g_Cpla	PF16381	Coatomer subunit gamma-1 C-terminal appendage platform	9.805844283192783e-05	9.805844283192783e-05
Coatomer_WDAD	PF04053	Coatomer WD associated region	9.805844283192783e-05	9.805844283192783e-05
Coat_F	PF07875	Coat F domain	NA	NA
Coat_X	PF07552	Spore Coat Protein X and V domain	NA	NA
CoA_binding	PF02629	CoA binding domain	9.805844283192783e-05	9.805844283192783e-05
CoA_binding_2	PF13380	CoA binding domain	NA	NA
CoA_binding_3	PF13727	CoA-binding domain	NA	NA
CoA_trans	PF01144	Coenzyme A transferase	9.805844283192783e-05	0.00019611688566385565
CoA_transf_3	PF02515	CoA-transferase family III	9.805844283192783e-05	9.805844283192783e-05
Cobalamin_bind	PF01122	Eukaryotic cobalamin-binding protein	0.00014708766424789175	0.00014708766424789175
CobA_CobO_BtuR	PF02572	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	NA	NA
CobD_Cbib	PF03186	CobD/Cbib protein	NA	NA
Cobl	PF09469	Cordon-bleu ubiquitin-like domain	9.805844283192783e-05	9.805844283192783e-05
CobN-Mg_chel	PF02514	CobN/Magnesium Chelatase	NA	NA
COBRA	PF04833	COBRA-like protein	NA	NA
COBRA1	PF06209	Cofactor of BRCA1 (COBRA1)	4.902922141596391e-05	4.902922141596391e-05
CobS	PF02654	Cobalamin-5-phosphate synthase	NA	NA
CobS_N	PF12556	Cobaltochelatase CobS subunit N terminal	NA	NA
CobT	PF06213	Cobalamin biosynthesis protein CobT	NA	NA
CobT_C	PF11775	Cobalamin biosynthesis protein CobT VWA domain	NA	NA
CobU	PF02283	Cobinamide kinase / cobinamide phosphate guanyltransferase	NA	NA
cobW	PF02492	CobW/HypB/UreG, nucleotide-binding domain	0.0002451461070798196	0.0002451461070798196
CobW_C	PF07683	Cobalamin synthesis protein cobW C-terminal domain	0.0002451461070798196	0.0002451461070798196
Cob_adeno_trans	PF01923	Cobalamin adenosyltransferase	4.902922141596391e-05	4.902922141596391e-05
Codanin-1_C	PF15296	Codanin-1 C-terminus	4.902922141596391e-05	4.902922141596391e-05
CODH_A_N	PF18537	Carbon monoxide dehydrogenase subunit alpha N-terminal domain	NA	NA
CodY	PF06018	CodY GAF-like domain	NA	NA
COE1_DBD	PF16422	Transcription factor COE1 DNA-binding domain	0.00019611688566385565	0.00019611688566385565
COE1_HLH	PF16423	Transcription factor COE1 helix-loop-helix domain	0.00019611688566385565	0.00019611688566385565
COesterase	PF00135	Carboxylesterase family	0.0007354383212394587	0.0007354383212394587
