DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
DUF1719	SM01157		NA	NA
DUF1741	SM01158	NA	4.902922141596391e-05	4.902922141596391e-05
DUF1744	SM01159	NA	4.902922141596391e-05	4.902922141596391e-05
DUF1751	SM01160	Eukaryotic integral membrane protein (DUF1751)	4.902922141596391e-05	4.902922141596391e-05
DUF1767	SM01161	NA	4.902922141596391e-05	4.902922141596391e-05
DUF1771	SM01162	NA	4.902922141596391e-05	4.902922141596391e-05
DUF1785	SM01163	NA	0.0002451461070798196	0.0002451461070798196
DUF1856	SM01164	NA	9.805844283192783e-05	9.805844283192783e-05
DUF1866	SM01165	NA	9.805844283192783e-05	9.805844283192783e-05
DUF1899	SM01166	NA	0.0003432045499117474	0.0003922337713277113
DUF1900	SM01167	NA	0.0003432045499117474	0.0003922337713277113
DUF1907	SM01168	NA	4.902922141596391e-05	4.902922141596391e-05
DUF1943	SM01169	NA	4.902922141596391e-05	4.902922141596391e-05
DUF1944	SM01170		NA	NA
DUF3160	SM01325		NA	NA
DUF3385	SM01346	Domain of unknown function	4.902922141596391e-05	4.902922141596391e-05
DUF3402	SM01293	Domain of unknown function (DUF3402)	9.805844283192783e-05	9.805844283192783e-05
DUF3452	SM01367	Domain of unknown function (DUF3452)	0.00014708766424789175	0.00014708766424789175
DUF3454	SM01334	Domain of unknown function	0.00014708766424789175	0.00014708766424789175
DUF3585	SM01203	NA	0.0003922337713277113	0.0003922337713277113
DUF3635	SM01331	Domain of unknown function	4.902922141596391e-05	4.902922141596391e-05
DUF3700	SM01172		NA	NA
DUF4187	SM01173	NA	4.902922141596391e-05	4.902922141596391e-05
DUF4205	SM01174	NA	0.00014708766424789175	0.00014708766424789175
DUF4206	SM01175	NA	0.0002451461070798196	0.0002451461070798196
DUF4208	SM01176	NA	0.00014708766424789175	0.00014708766424789175
DUF4210	SM01177	NA	9.805844283192783e-05	9.805844283192783e-05
DUF4217	SM01178	NA	0.00019611688566385565	0.00019611688566385565
DUF663	SM01362	Protein of unknown function (DUF663)	9.805844283192783e-05	9.805844283192783e-05
DUF862	SM01179	PPPDE putative peptidase domain	9.805844283192783e-05	9.805844283192783e-05
DUSP	SM00695	Domain in ubiquitin-specific proteases.	0.0002941753284957835	0.0003922337713277113
DWA	SM00523	Domain A in dwarfin family proteins	0.000588350656991567	0.000588350656991567
DWB	SM00524	Domain B in dwarfin family proteins	0.0003922337713277113	0.0003922337713277113
DWNN	SM01180	NA	4.902922141596391e-05	4.902922141596391e-05
DYNc	SM00053	Dynamin, GTPase	0.0003432045499117474	0.0003432045499117474
Dynein_light	SM01375	Dynein light chain type 1	0.00014708766424789175	0.00014708766424789175
DysFC	SM00694	Dysferlin domain, C-terminal region.	0.00019611688566385565	0.0003922337713277113
DysFN	SM00693	Dysferlin domain, N-terminal region.	0.00019611688566385565	0.0003922337713277113
DZF	SM00572	domain in DSRM or ZnF_C2H2 domain containing proteins	0.0002451461070798196	0.0002451461070798196
E2_bind	SM01181	NA	4.902922141596391e-05	4.902922141596391e-05
E2F_TDP	SM01372	E2F/DP family winged-helix DNA-binding domain	0.0005393214355756031	0.0006373798784075309
ECSIT_Cterm	SM01284	C-terminal domain of the ECSIT protein	4.902922141596391e-05	4.902922141596391e-05
EF-1_beta_acid	SM01182	Eukaryotic elongation factor 1 beta central acidic region	9.805844283192783e-05	9.805844283192783e-05
EF1G	SM01183	Elongation factor 1 gamma, conserved domain	4.902922141596391e-05	4.902922141596391e-05
EF1_GNE	SM00888	EF-1 guanine nucleotide exchange domain	9.805844283192783e-05	9.805844283192783e-05
EFG_C	SM00838	Elongation factor G C-terminus	0.0002451461070798196	0.0002451461070798196
EFG_IV	SM00889	Elongation factor G, domain IV	0.00019611688566385565	0.00019611688566385565
EFh	SM00054	EF-hand, calcium binding motif	0.007109237105314767	0.018238870366738578
efhand_Ca_insen	SM01184	Ca2+ insensitive EF hand	0.0002941753284957835	0.0002941753284957835
EGF	SM00181	Epidermal growth factor-like domain.	0.009168464404785252	0.07084722494606786
EGF_CA	SM00179	Calcium-binding EGF-like domain	0.006079623455579526	0.03976269856834674
EGF_Lam	SM00180	Laminin-type epidermal growth factor-like domai	0.001716022749558737	0.013630123553637968
EH	SM00027	Eps15 homology domain	0.0005393214355756031	0.0008825259854873505
eIF1a	SM00652	eukaryotic translation initiation factor 1A	0.00014708766424789175	0.00014708766424789175
eIF2B_5	SM00653	domain present in translation initiation factor eIF2B and eIF5	9.805844283192783e-05	9.805844283192783e-05
eIF3_N	SM01186	eIF3 subunit 6 N terminal domain	4.902922141596391e-05	4.902922141596391e-05
eIF-5a	SM01376	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold	0.00014708766424789175	0.00014708766424789175
eIF5C	SM00515	Domain at the C-termini of GCD6, eIF-2B epsilon, eIF-4 gamma and eIF-5	0.0003432045499117474	0.0003432045499117474
eIF6	SM00654	translation initiation factor 6	4.902922141596391e-05	4.902922141596391e-05
ELFV_dehydrog	SM00839	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	9.805844283192783e-05	9.805844283192783e-05
Elicitin	SM01187		NA	NA
ELK	SM01188	NA	4.902922141596391e-05	0.00019611688566385565
ELM2	SM01189	NA	0.0006373798784075309	0.0006373798784075309
Elp3	SM00729	Elongator protein 3, MiaB family, Radical SAM	0.0003432045499117474	0.0003432045499117474
EMP24_GP25L	SM01190	emp24/gp25L/p24 family/GOLD	0.00044126299274367523	0.00044126299274367523
END	SM00272	Endothelin	0.00014708766424789175	0.0002941753284957835
ENDO3c	SM00478	endonuclease III	0.00014708766424789175	0.00014708766424789175
Endonuclease_NS	SM00892	DNA/RNA non-specific endonuclease	0.0002941753284957835	0.0002941753284957835
Enolase_C	SM01192	Enolase, C-terminal TIM barrel domain	0.00019611688566385565	0.00019611688566385565
Enolase_N	SM01193	Enolase, N-terminal domain	0.00019611688566385565	0.00019611688566385565
ENT	SM01191	NA	4.902922141596391e-05	4.902922141596391e-05
ENTH	SM00273	Epsin N-terminal homology (ENTH) domain	0.00044126299274367523	0.00044126299274367523
EPEND	SM00026	Ependymins	4.902922141596391e-05	4.902922141596391e-05
EPH_lbd	SM00615	Ephrin receptor ligand binding domain	0.0006864090998234948	0.0006864090998234948
Ephrin_rec_like	SM01411	Putative ephrin-receptor like	0.0012257305353990978	0.0025004902922141597
ERCC4	SM00891	ERCC4 domain	0.0002451461070798196	0.0002451461070798196
eRF1_1	SM01194	NA	9.805844283192783e-05	9.805844283192783e-05
ETF	SM00893	Electron transfer flavoprotein domain	9.805844283192783e-05	9.805844283192783e-05
ETS	SM00413	erythroblast transformation specific domain	0.0014218474210629536	0.0014218474210629536
EXOIII	SM00479	NA	0.0006864090998234948	0.0006864090998234948
EZ_HEAT	SM00567	E-Z type HEAT repeats	4.902922141596391e-05	0.0002941753284957835
FA	SM01195	FERM adjacent (FA)	0.0006373798784075309	0.0006373798784075309
FA58C	SM00231	Coagulation factor 5/8 C-terminal domain, discoidin domain	0.0010296136497352421	0.0013237889782310257
FABD	SM00808	F-actin binding domain (FABD)	9.805844283192783e-05	9.805844283192783e-05
FACT-Spt16_Nlob	SM01285	FACT complex subunit SPT16 N-terminal lobe domain	4.902922141596391e-05	4.902922141596391e-05
FANCL_C	SM01197	FANCL C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Fapy_DNA_glyco	SM00898	Formamidopyrimidine-DNA glycosylase N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
FAS1	SM00554	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.	0.00019611688566385565	0.0010786428711512062
FATC	SM01343	NA	0.0002941753284957835	0.0002941753284957835
FBA	SM01198	F-box associated region	0.0002941753284957835	0.0002941753284957835
FBG	SM00186	Fibrinogen-related domains (FReDs)	0.001176701313983134	0.001176701313983134
FBOX	SM00256	A Receptor for Ubiquitination Targets	0.0019121396352225926	0.0019121396352225926
FCD	SM00895		NA	NA
FCH	SM00055	Fes/CIP4 homology domain	0.0010786428711512062	0.0010786428711512062
FDF	SM01199	NA	0.00014708766424789175	0.00014708766424789175
FDX-ACB	SM00896	Ferredoxin-fold anticodon binding domain	9.805844283192783e-05	9.805844283192783e-05
Fe_hyd_SSU	SM00902	Iron hydrogenase small subunit	9.805844283192783e-05	9.805844283192783e-05
FeoA	SM00899		NA	NA
FerA	SM01200	NA	0.00014708766424789175	0.00014708766424789175
FerB	SM01201	NA	0.0002941753284957835	0.0002941753284957835
FerI	SM01202	NA	0.0002941753284957835	0.0002941753284957835
FERM_C	SM01196	FERM C-terminal PH-like domain	0.0013237889782310257	0.0013237889782310257
FES	SM00525	NA	9.805844283192783e-05	9.805844283192783e-05
FF	SM00441	Contains two conserved F residues	0.0002941753284957835	0.0012257305353990978
FGF	SM00442	Acidic and basic fibroblast growth factor family.	0.0010786428711512062	0.0010786428711512062
FH	SM00339	FORKHEAD	0.0025004902922141597	0.0025004902922141597
FH2	SM00498	Formin Homology 2 Domain	0.0007354383212394587	0.0007354383212394587
FHA	SM00240	Forkhead associated domain	0.00112767209256717	0.00112767209256717
Fib_alpha	SM01212	Fibrinogen alpha/beta chain family	0.00014708766424789175	0.00014708766424789175
Fibrillarin	SM01206	NA	9.805844283192783e-05	9.805844283192783e-05
Filament	SM01391	Intermediate filament protein	0.003579133163365366	0.003579133163365366
FIMAC	SM00057	factor I membrane attack complex	0.00019611688566385565	0.00044126299274367523
FISNA	SM01288	Fish-specific NACHT associated domain	9.805844283192783e-05	9.805844283192783e-05
FIST_C	SM01204	NA	4.902922141596391e-05	4.902922141596391e-05
Flavokinase	SM00904	Riboflavin kinase	4.902922141596391e-05	4.902922141596391e-05
Flo11	SM01213		NA	NA
FMN_bind	SM00900		NA	NA
Fmp27_GFWDK	SM01214	RNA pol II promoter Fmp27 protein domain	4.902922141596391e-05	4.902922141596391e-05
FN1	SM00058	Fibronectin type 1 domain	0.00019611688566385565	0.0007354383212394587
FN2	SM00059	Fibronectin type 2 domain	0.0006373798784075309	0.0010786428711512062
FN3	SM00060	Fibronectin type 3 domain	0.007354383212394587	0.03726220827613257
FOLN	SM00274	Follistatin-N-terminal domain-like	0.00044126299274367523	0.0014218474210629536
FoP_duplication	SM01218	C-terminal duplication domain of Friend of PRMT1	9.805844283192783e-05	9.805844283192783e-05
Frataxin_Cyay	SM01219	Frataxin-like domain	4.902922141596391e-05	4.902922141596391e-05
FRG	SM00901		NA	NA
FRI	SM00063	Frizzled	0.0009805844283192783	0.0010296136497352421
Frizzled	SM01330	Frizzled/Smoothened family membrane region	0.0005393214355756031	0.0005393214355756031
FSA_C	SM01220	Fragile site-associated protein C-terminus	4.902922141596391e-05	4.902922141596391e-05
FTCD	SM01221	Formiminotransferase domain	4.902922141596391e-05	4.902922141596391e-05
FTCD_N	SM01222	Formiminotransferase domain, N-terminal subdomain	9.805844283192783e-05	9.805844283192783e-05
FTO_NTD	SM01223	FTO catalytic domain	4.902922141596391e-05	4.902922141596391e-05
Ftsk_gamma	SM00843		NA	NA
FU	SM00261	Furin-like repeats	0.0008825259854873505	0.0037262208276132576
FYRC	SM00542	"FY-rich" domain, C-terminal region	0.0002451461070798196	0.0002451461070798196
FYRN	SM00541	"FY-rich" domain, N-terminal region	0.0002451461070798196	0.0002451461070798196
FYVE	SM00064	Protein present in Fab1, YOTB, Vac1, and EEA1	0.0014218474210629536	0.0014708766424789174
G2F	SM00682	G2 nidogen domain and fibulin	0.00019611688566385565	0.00019611688566385565
G5	SM01208		NA	NA
G8	SM01225	NA	0.00019611688566385565	0.0002941753284957835
GAF	SM00065	Domain present in phytochromes and cGMP-specific phosphodiesterases.	0.0003432045499117474	0.0006864090998234948
GAGE	SM01379	NA	0.0013237889782310257	0.0013728181996469895
Galanin	SM00071	Galanin	4.902922141596391e-05	4.902922141596391e-05
Gal-bind_lectin	SM00908	Galactoside-binding lectin	0.0007844675426554226	0.0010786428711512062
G_alpha	SM00275	G protein alpha subunit	0.0008334967640713865	0.0008334967640713865
GARS_A	SM01209	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	4.902922141596391e-05	4.902922141596391e-05
GARS_C	SM01210	Phosphoribosylglycinamide synthetase, C domain	4.902922141596391e-05	4.902922141596391e-05
GAS2	SM00243	Growth-Arrest-Specific Protein 2 Domain	0.0002941753284957835	0.0002941753284957835
GASTRIN	SM00029	gastrin / cholecystokinin / caerulein family	9.805844283192783e-05	9.805844283192783e-05
GATase_5	SM01211	CobB/CobQ-like glutamine amidotransferase domain	4.902922141596391e-05	4.902922141596391e-05
GatB_Yqey	SM00845	GatB domain	4.902922141596391e-05	4.902922141596391e-05
GCK	SM01227		NA	NA
GDNF	SM00907	GDNF/GAS1 domain	0.0002941753284957835	0.0007844675426554226
GED	SM00302	Dynamin GTPase effector domain	0.0002941753284957835	0.0002941753284957835
GEL	SM00262	Gelsolin homology domain	0.0003922337713277113	0.0021082565208864483
G_gamma	SM01224	GGL domain	0.0008334967640713865	0.0008334967640713865
GGL	SM00224	G protein gamma subunit-like motifs	0.0008334967640713865	0.0008334967640713865
GHA	SM00067	Glycoprotein hormone alpha chain homologues.	4.902922141596391e-05	4.902922141596391e-05
GHB	SM00068	Glycoprotein hormone beta chain homologues.	0.0003922337713277113	0.0003922337713277113
GIDA_assoc_3	SM01228	GidA associated domain 3	4.902922141596391e-05	4.902922141596391e-05
GIT	SM00555	Helical motif in the GIT family of ADP-ribosylation factor GTPase-activating proteins	9.805844283192783e-05	0.00019611688566385565
GLA	SM00069	Domain containing Gla (gamma-carboxyglutamate) residues.	0.0006864090998234948	0.0006864090998234948
GLECT	SM00276	Galectin	0.0007844675426554226	0.0010296136497352421
Gln-synt_C	SM01230	Glutamine synthetase, catalytic domain	9.805844283192783e-05	9.805844283192783e-05
GLUCA	SM00070	Glucagon like hormones	0.0002941753284957835	0.0004902922141596392
GluR_Homer-bdg	SM01229	NA	9.805844283192783e-05	9.805844283192783e-05
Glyco_18	SM00636	NA	0.0003432045499117474	0.0003432045499117474
GoLoco	SM00390	LGN motif, putative GEFs specific for G-alpha GTPases	0.0003432045499117474	0.0007844675426554226
G_patch	SM00443	glycine rich nucleic binding domain	0.001666993528142773	0.001666993528142773
Gp_dh_N	SM00846	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	9.805844283192783e-05	9.805844283192783e-05
GPS	SM00303	G-protein-coupled receptor proteolytic site domain	0.0015689350853108452	0.0015689350853108452
GRAM	SM00568	domain in glucosyltransferases, myotubularins and other putative membrane-associated proteins	0.0007844675426554226	0.0009805844283192783
GRAN	SM00277	Granulin	4.902922141596391e-05	0.0003432045499117474
Grip	SM00755	golgin-97, RanBP2alpha,Imh1p and p230/golgin-245	0.0004902922141596392	0.0004902922141596392
GS	SM00467	GS motif	0.0003432045499117474	0.0003432045499117474
GuKc	SM00072	Guanylate kinase homologues.	0.0012257305353990978	0.0012257305353990978
GYF	SM00444	Contains conserved Gly-Tyr-Phe residues	0.00014708766424789175	0.00014708766424789175
H15	SM00526	Domain in histone families 1 and 5	0.0006373798784075309	0.0007354383212394587
H2A	SM00414	Histone 2A	0.0009315552069033144	0.0009315552069033144
H2B	SM00427	Histone H2B	0.0009805844283192783	0.0009805844283192783
H2TH	SM01232	Formamidopyrimidine-DNA glycosylase H2TH domain	0.00014708766424789175	0.00014708766424789175
H3	SM00428	Histone H3	0.00044126299274367523	0.00044126299274367523
H4	SM00417	Histone H4	9.805844283192783e-05	9.805844283192783e-05
HA2	SM00847	Helicase associated domain (HA2)  Add an annotation	0.0008825259854873505	0.0008825259854873505
HABP4_PAI-RBP1	SM01233	Hyaluronan / mRNA binding family	9.805844283192783e-05	9.805844283192783e-05
Haemolytic	SM01234		NA	NA
HALZ	SM00340	homeobox associated leucin zipper	4.902922141596391e-05	0.00019611688566385565
HAT	SM00386	HAT (Half-A-TPR) repeats	0.0004902922141596392	0.004069425377525005
HATPase_c	SM00387	Histidine kinase-like ATPases	0.0005393214355756031	0.0005393214355756031
HDAC_interact	SM00761	Histone deacetylase (HDAC) interacting	9.805844283192783e-05	9.805844283192783e-05
HDc	SM00471	Metal dependent phosphohydrolases with conserved 'HD' motif.	0.00112767209256717	0.00112767209256717
HECTc	SM00119	Domain Homologous to E6-AP Carboxyl Terminus with	0.0013728181996469895	0.0013728181996469895
HELICc	SM00490	helicase superfamily c-terminal domain	0.005246126691508139	0.005344185134340066
HELICc2	SM00491	NA	0.0002941753284957835	0.0002941753284957835
HEPN	SM00748	Higher Eukarytoes and Prokaryotes Nucleotide-binding domain	4.902922141596391e-05	4.902922141596391e-05
HhH1	SM00278	Helix-hairpin-helix DNA-binding motif class 1	0.00014708766424789175	0.0003432045499117474
HhH2	SM00279	Helix-hairpin-helix class 2 (Pol1 family) motifs	0.00019611688566385565	0.00019611688566385565
HintC	SM00305	Hint (Hedgehog/Intein) domain C-terminal region	0.00014708766424789175	0.00014708766424789175
HintN	SM00306	Hint (Hedgehog/Intein) domain N-terminal region	0.00014708766424789175	0.00014708766424789175
HIRAN	SM00910	NA	4.902922141596391e-05	4.902922141596391e-05
HLH	SM00353	helix loop helix domain	0.005491272798587958	0.005491272798587958
HMG	SM00398	high mobility group	0.0026475779564620514	0.003333987056285546
HMG17	SM00527	domain in high mobilty group proteins HMG14 and HMG 17	0.0002451461070798196	0.0002451461070798196
HNHc	SM00507	HNH nucleases	4.902922141596391e-05	4.902922141596391e-05
HOLI	SM00430	Ligand binding domain of hormone receptors	0.002353402627966268	0.002353402627966268
HormR	SM00008	Domain present in hormone receptors	0.001176701313983134	0.001176701313983134
HOX	SM00389	Homeodomain	0.01191410080407923	0.01353206511080604
Hr1	SM00742	Rho effector or protein kinase C-related kinase homology region 1 homologues	0.0003432045499117474	0.0006373798784075309
HRDC	SM00341	Helicase and RNase D C-terminal	0.00014708766424789175	0.00014708766424789175
HSA	SM00573	domain in helicases and associated with SANT domains	0.00019611688566385565	0.00019611688566385565
HSF	SM00415	heat shock factor	0.0003922337713277113	0.0003922337713277113
HTH_XRE	SM00530	Helix-turn-helix XRE-family like proteins	4.902922141596391e-05	4.902922141596391e-05
HTTM	SM00752	Horizontally Transferred TransMembrane Domain	4.902922141596391e-05	4.902922141596391e-05
HX	SM00120	Hemopexin-like repeats.	0.00112767209256717	0.004461659148852716
IB	SM00121	Insulin growth factor-binding protein homologues	0.0008825259854873505	0.0008825259854873505
IBN_N	SM00913	Importin-beta N-terminal domain	0.0007844675426554226	0.0007844675426554226
IBR	SM00647	In Between Ring fingers	0.0006864090998234948	0.0013237889782310257
ICA69	SM01237	Islet cell autoantigen ICA69, C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
IDEAL	SM00914		NA	NA
IFabd	SM00076	Interferon alpha, beta and delta.	0.0007844675426554226	0.0007844675426554226
IG	SM00409	Immunoglobulin	0.023435967836830753	0.07388703667385763
IGc1	SM00407	Immunoglobulin C-Type	0.003530103941949402	0.005295155912924103
IGc2	SM00408	Immunoglobulin C-2 Type	0.01191410080407923	0.04976465973720337
IG_FLMN	SM00557	Filamin-type immunoglobulin domains	0.00044126299274367523	0.003824279270445185
IGR	SM01238		NA	NA
IGv	SM00406	Immunoglobulin V-Type	0.014757795646205139	0.019954893116297313
IKKbetaNEMObind	SM01239	I-kappa-kinase-beta NEMO binding domain	9.805844283192783e-05	9.805844283192783e-05
IL1	SM00125	Interleukin-1 homologues	0.0003922337713277113	0.0003922337713277113
IL10	SM00188	Interleukin-10 family	9.805844283192783e-05	9.805844283192783e-05
IL2	SM00189	Interleukin-2 family	4.902922141596391e-05	4.902922141596391e-05
IL4_13	SM00190	Interleukins 4 and 13	9.805844283192783e-05	9.805844283192783e-05
IL6	SM00126	Interleukin-6 homologues	9.805844283192783e-05	9.805844283192783e-05
IL7	SM00127	Interleukin-7 and interleukin-9 family.	4.902922141596391e-05	4.902922141596391e-05
IlGF	SM00078	Insulin / insulin-like growth factor / relaxin family.	0.0004902922141596392	0.0004902922141596392
ILWEQ	SM00307	I/LWEQ domain	0.00019611688566385565	0.00019611688566385565
IMPDH	SM01240	IMP dehydrogenase / GMP reductase domain	0.00019611688566385565	0.00019611688566385565
INB	SM00187	Integrin beta subunits (N-terminal portion of extracellular region)	0.0003922337713277113	0.0003922337713277113
ING	SM01408	Inhibitor of growth proteins N-terminal histone-binding	0.0002451461070798196	0.0002451461070798196
Inhibitor_I29	SM00848	Cathepsin propeptide inhibitor domain (I29)	0.0003432045499117474	0.0003432045499117474
Int_alpha	SM00191	Integrin alpha (beta-propellor repeats).	0.0009315552069033144	0.004657776034516572
Integrin_b_cyt	SM01241	NA	0.0002941753284957835	0.0002941753284957835
Integrin_B_tail	SM01242	NA	0.0003432045499117474	0.0003432045499117474
IPPc	SM00128	Inositol polyphosphate phosphatase, catalytic domain homologues	0.0004902922141596392	0.0004902922141596392
IPT	SM00429	ig-like, plexins, transcription factors	0.0013237889782310257	0.003481074720533438
IQ	SM00015	Short calmodulin-binding motif containing conserved Ile and Gln residues.	0.0025004902922141597	0.008923318297705433
IRF	SM00348	interferon regulatory factor	0.00044126299274367523	0.00044126299274367523
IRF-3	SM01243	Interferon-regulatory factor 3	0.0003432045499117474	0.0003432045499117474
IRO	SM00548	Motif in Iroquois-class homeodomain proteins (only). Unknown function.	0.0002941753284957835	0.0002941753284957835
IRS	SM01244	Phosphotyrosine-binding domain	0.0006864090998234948	0.0006864090998234948
Iso_dh	SM01329	Isocitrate/isopropylmalate dehydrogenase	0.0002451461070798196	0.0002451461070798196
ITAM	SM00077	Immunoreceptor tyrosine-based activation motif	0.0003432045499117474	0.00044126299274367523
JAB_MPN	SM00232	JAB/MPN domain	0.0005393214355756031	0.0005393214355756031
Jacalin	SM00915	Jacalin-like lectin domain	9.805844283192783e-05	9.805844283192783e-05
Jag_N	SM01245		NA	NA
JmjC	SM00558	A domain family that is part of the cupin metalloenzyme superfamily.	0.0014218474210629536	0.0014218474210629536
JmjN	SM00545	Small domain found in the jumonji family of transcription factors	0.0004902922141596392	0.0004902922141596392
Josephin	SM01246	NA	0.00019611688566385565	0.00019611688566385565
K167R	SM01295	K167/Chmadrin repeat	4.902922141596391e-05	0.0007844675426554226
KaiA	SM01247		NA	NA
KaiB	SM01248		NA	NA
KAP	SM01297	Kinesin-associated protein (KAP)	4.902922141596391e-05	4.902922141596391e-05
KapB	SM01298		NA	NA
KASH	SM01249	Nuclear envelope localisation domain	0.00019611688566385565	0.00019611688566385565
KAT11	SM01250	Histone acetylation protein	9.805844283192783e-05	9.805844283192783e-05
KAZAL	SM00280	Kazal type serine protease inhibitors	0.0016179643067268093	0.002990782506373799
Kelch	SM00612	NA	0.002794665620709943	0.013630123553637968
KH	SM00322	K homology RNA-binding domain	0.001765051970974701	0.004461659148852716
KilA-N	SM01252		NA	NA
Kin17_mid	SM01253	Domain of Kin17 curved DNA-binding protein	4.902922141596391e-05	4.902922141596391e-05
KIND	SM00750	kinase non-catalytic C-lobe domain	0.0002451461070798196	0.0002941753284957835
KISc	SM00129	Kinesin motor, catalytic domain. ATPase.	0.002206314963718376	0.002206314963718376
KLRAQ	SM01254	Predicted coiled-coil domain-containing protein	4.902922141596391e-05	4.902922141596391e-05
KNOX1	SM01255		NA	NA
KNOX2	SM01256		NA	NA
KOW	SM00739	KOW (Kyprides, Ouzounis, Woese) motif.	0.0002941753284957835	0.000588350656991567
KR	SM00130	Kringle domain	0.0008825259854873505	0.003432045499117474
KRAB	SM00349	krueppel associated box	0.018091782702490684	0.018336928809570503
KRAP_IP3R_bind	SM01257	Ki-ras-induced actin-interacting protein-IP3R-interacting domain	0.00014708766424789175	0.00014708766424789175
KRBA1	SM01258	KRBA1 family repeat	4.902922141596391e-05	0.0002941753284957835
KU	SM00131	BPTI/Kunitz family of serine protease inhibitors.	0.0008334967640713865	0.0012747597568150619
Ku78	SM00559	Ku70 and Ku80 are 70kDa and 80kDa subunits of the Lupus Ku autoantigen	9.805844283192783e-05	9.805844283192783e-05
L27	SM00569	domain in receptor targeting proteins Lin-2 and Lin-7	0.000588350656991567	0.0009315552069033144
L51_S25_CI-B8	SM00916	Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain	0.00014708766424789175	0.00014708766424789175
LA	SM00715	Domain in the RNA-binding Lupus La protein; unknown function	0.0003432045499117474	0.0003432045499117474
Lactamase_B	SM00849	Metallo-beta-lactamase superfamily	0.0004902922141596392	0.0004902922141596392
LAG1_DNAbind	SM01267	LAG1, DNA binding	9.805844283192783e-05	9.805844283192783e-05
LamB	SM00281	Laminin B domain	0.0003922337713277113	0.000588350656991567
LamG	SM00282	Laminin G domain	0.0021082565208864483	0.005785448127083742
LamGL	SM00560	LamG-like jellyroll fold domain	0.00019611688566385565	0.00019611688566385565
LamNT	SM00136	Laminin N-terminal domain (domain VI)	0.0007844675426554226	0.0007844675426554226
LAMTOR	SM01262	Late endosomal/lysosomal adaptor and MAPK and MTOR activator	4.902922141596391e-05	4.902922141596391e-05
LANC_like	SM01260	Lanthionine synthetase C-like protein	0.00014708766424789175	0.00014708766424789175
LCCL	SM00603	NA	0.0002941753284957835	0.0003922337713277113
LDLa	SM00192	Low-density lipoprotein receptor domain class A	0.00225534418513434	0.011619925475583447
LEM	SM00540	in nuclear membrane-associated proteins	0.0002941753284957835	0.0002941753284957835
Leuk-A4-hydro_C	SM01263	Leukotriene A4 hydrolase, C-terminal	0.00019611688566385565	0.00019611688566385565
LH2	SM00308	Lipoxygenase homology 2 (beta barrel) domain	0.0008825259854873505	0.0014218474210629536
LIF_OSM	SM00080	leukemia inhibitory factor	9.805844283192783e-05	9.805844283192783e-05
Lig_chan-Glu_bd	SM00918	Ligated ion channel L-glutamate- and glycine-binding site	0.0008825259854873505	0.0008825259854873505
LIM	SM00132	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.	0.003481074720533438	0.007893704647970191
LINK	SM00445	Link (Hyaluronan-binding)	0.0006864090998234948	0.001176701313983134
Lipid_DES	SM01269	Sphingolipid Delta4-desaturase (DES)	9.805844283192783e-05	9.805844283192783e-05
LisH	SM00667	Lissencephaly type-1-like homology motif	0.00112767209256717	0.00112767209256717
LITAF	SM00714	Possible membrane-associated motif in LPS-induced tumor necrosis factor alpha factor (LITAF), also known as PIG7, and other animal proteins.	0.00014708766424789175	0.00014708766424789175
LMWPc	SM00226	Low molecular weight phosphatase family	4.902922141596391e-05	4.902922141596391e-05
LNS2	SM00775	NA	0.0002941753284957835	0.0002941753284957835
LON	SM00464	Found in ATP-dependent protease La (LON)	0.0002941753284957835	0.0002941753284957835
Longin	SM01270	Regulated-SNARE-like domain	0.0002451461070798196	0.0002451461070798196
LPD_N	SM00638	Lipoprotein N-terminal Domain	9.805844283192783e-05	9.805844283192783e-05
LRR_BAC	SM00364	Leucine-rich repeats, bacterial type	0.0026475779564620514	0.01716022749558737
LRRcap	SM00446	occurring C-terminal to leucine-rich repeats	0.0003432045499117474	0.0003432045499117474
LRR_CC	SM00367	Leucine-rich repeat - CC (cysteine-containing) subfamily	0.0009315552069033144	0.006815061776818984
LRRCT	SM00082	Leucine rich repeat C-terminal domain	0.004069425377525005	0.004902922141596391
LRRNT	SM00013	Leucine rich repeat N-terminal domain	0.0026475779564620514	0.0031868993920376545
LRR_RI	SM00368	Leucine rich repeat, ribonuclease inhibitor type	0.0019121396352225926	0.013973328103549716
LRR_SD22	SM00365	Leucine-rich repeat, SDS22-like subfamily	0.0025985487350460874	0.014071386546381643
LRR_TYP	SM00369	Leucine-rich repeats, typical (most populated) subfamily	0.008727201412041577	0.06653265346146303
LSM14	SM01271	Scd6-like Sm domain	0.00014708766424789175	0.00014708766424789175
LsmAD	SM01272	NA	9.805844283192783e-05	9.805844283192783e-05
